file_location,label
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_971.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_389.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_313.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_330.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_43.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_663.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_28.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_494.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_34.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_312.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_57.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_757.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_478.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_997.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_416.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_638.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_805.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_1281.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_732.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_319.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_658.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_771.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_299.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_1082.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_37.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_371.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_132.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_263.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_370.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_424.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_218.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_408.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_480.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_234.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_289.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_904.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_471.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_693.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_283.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_139.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_1147.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_355.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_759.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_1258.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_20.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_890.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_778.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_167.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_1094.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_993.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_111.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_219.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_834.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_373.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_1314.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_1238.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_677.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_1348.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_867.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_1106.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_828.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_1102.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_266.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_198.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_1363.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_292.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_835.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_713.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_1277.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_799.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_632.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_871.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_817.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_672.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_1315.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_1380.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_1144.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_85.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_1269.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_769.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_1324.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_1208.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_149.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_100.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_1346.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_76.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_666.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_537.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_562.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_698.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_1048.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_982.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_491.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_1083.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_133.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_1062.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_804.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_160.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_570.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_393.wav,legit
/home/arunb/Abhijeet_2021509/data/robot+legit/transcript_1223.wav,legit
